underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
PLTR,2026-01-11,PLTR,2028-01-21,360.0,P,,,,184.1,2.0,,189.05,,190.8,166.42,190.0,,,0.41748629394531245,,,,,,,189.05,,190.8,166.42,190.0,,11.0,
PLTR,2026-01-11,PLTR,2028-01-21,370.0,P,,,,192.6,8.0,,198.35,,200.15,166.42,190.0,,,0.4175778457641601,,,,,,,198.35,,200.15,166.42,190.0,,9.0,
PLTR,2026-01-11,PLTR,2028-01-21,390.0,P,,,,205.7,6.0,,216.5,,218.3,166.42,190.0,,,0.4055845574951171,,,,,,,216.5,,218.3,166.42,190.0,,8.0,
PLTR,2026-01-11,PLTR,2028-01-21,400.0,P,,,,220.69,1.0,,225.8,,227.55,166.42,190.0,,,0.40039662109375,,,,,,,225.8,,227.55,166.42,190.0,,84.0,
PLTR,2026-01-11,PLTR,2028-01-21,410.0,P,,,,224.3,7.0,,235.1,,236.9,166.42,190.0,,,0.39572747833251964,,,,,,,235.1,,236.9,166.42,190.0,,58.0,
PLTR,2026-01-11,PLTR,2028-12-15,80.0,C,,,,119.1,80.0,,118.0,,122.3,166.42,190.0,,,0.755983885498047,,,,,,,118.0,,122.3,166.42,190.0,,624.0,
PLTR,2026-01-11,PLTR,2028-12-15,85.0,C,,,,116.53,3.0,,114.5,,119.0,166.42,190.0,,,0.7385585226440429,,,,,,,114.5,,119.0,166.42,190.0,,14.0,
PLTR,2026-01-11,PLTR,2028-12-15,90.0,C,,,,113.43,4.0,,111.5,,116.0,166.42,190.0,,,0.7280300634765625,,,,,,,111.5,,116.0,166.42,190.0,,46.0,
PLTR,2026-01-11,PLTR,2028-12-15,95.0,C,,,,108.24,7.0,,109.0,,113.5,166.42,190.0,,,0.7249478189086914,,,,,,,109.0,,113.5,166.42,190.0,,120.0,
PLTR,2026-01-11,PLTR,2028-12-15,100.0,C,,,,108.42,28.0,,106.0,,109.95,166.42,190.0,,,0.7094145269775392,,,,,,,106.0,,109.95,166.42,190.0,,467.0,
PLTR,2026-01-11,PLTR,2028-12-15,105.0,C,,,,103.62,25.0,,103.5,,108.0,166.42,190.0,,,0.7089567678833008,,,,,,,103.5,,108.0,166.42,190.0,,23.0,
PLTR,2026-01-11,PLTR,2028-12-15,110.0,C,,,,100.8,5.0,,100.5,,104.6,166.42,190.0,,,0.6942474423217774,,,,,,,100.5,,104.6,166.42,190.0,,126.0,
PLTR,2026-01-11,PLTR,2028-12-15,115.0,C,,,,100.75,4.0,,98.5,,102.45,166.42,190.0,,,0.694338994140625,,,,,,,98.5,,102.45,166.42,190.0,,43.0,
PLTR,2026-01-11,PLTR,2028-12-15,120.0,C,,,,98.78,8.0,,95.5,,100.0,166.42,190.0,,,0.6853516572570801,,,,,,,95.5,,100.0,166.42,190.0,,125.0,
PLTR,2026-01-11,PLTR,2028-12-15,125.0,C,,,,95.34,1.0,,93.7,,97.5,166.42,190.0,,,0.6831238963317872,,,,,,,93.7,,97.5,166.42,190.0,,224.0,
PLTR,2026-01-11,PLTR,2028-12-15,130.0,C,,,,93.31,13.0,,91.1,,94.9,166.42,190.0,,,0.6749300085449221,,,,,,,91.1,,94.9,166.42,190.0,,61.0,
PLTR,2026-01-11,PLTR,2028-12-15,135.0,C,,,,91.3,18.0,,88.5,,92.9,166.42,190.0,,,0.6699251757812501,,,,,,,88.5,,92.9,166.42,190.0,,27.0,
PLTR,2026-01-11,PLTR,2028-12-15,140.0,C,,,,88.01,10.0,,86.0,,89.7,166.42,190.0,,,0.6583591293334962,,,,,,,86.0,,89.7,166.42,190.0,,98.0,
PLTR,2026-01-11,PLTR,2028-12-15,145.0,C,,,,85.85,3.0,,84.0,,89.0,166.42,190.0,,,0.6630587893676759,,,,,,,84.0,,89.0,166.42,190.0,,105.0,
PLTR,2026-01-11,PLTR,2028-12-15,150.0,C,,,,83.82,6.0,,82.0,,86.5,166.42,190.0,,,0.6573673179626465,,,,,,,82.0,,86.5,166.42,190.0,,352.0,
PLTR,2026-01-11,PLTR,2028-12-15,155.0,C,,,,81.65,1.0,,80.05,,84.5,166.42,190.0,,,0.6542087802124025,,,,,,,80.05,,84.5,166.42,190.0,,52.0,
PLTR,2026-01-11,PLTR,2028-12-15,160.0,C,,,,80.7,2.0,,78.0,,81.65,166.42,190.0,,,0.6458165301513672,,,,,,,78.0,,81.65,166.42,190.0,,63.0,
PLTR,2026-01-11,PLTR,2028-12-15,165.0,C,,,,78.08,3.0,,76.0,,81.0,166.42,190.0,,,0.6484715328979492,,,,,,,76.0,,81.0,166.42,190.0,,55.0,
PLTR,2026-01-11,PLTR,2028-12-15,170.0,C,,,,76.4,3.0,,74.5,,79.0,166.42,190.0,,,0.6463963583374023,,,,,,,74.5,,79.0,166.42,190.0,,110.0,
PLTR,2026-01-11,PLTR,2028-12-15,175.0,C,,,,74.49,36.0,,74.0,,77.5,166.42,190.0,,,0.6511875701904297,,,,,,,74.0,,77.5,166.42,190.0,,181.0,
PLTR,2026-01-11,PLTR,2028-12-15,180.0,C,,,,73.2,17.0,,72.6,,73.8,166.42,190.0,,,0.64062859375,,,,,,,72.6,,73.8,166.42,190.0,,136.0,
PLTR,2026-01-11,PLTR,2028-12-15,185.0,C,,,,71.27,325.0,,69.0,,74.0,166.42,190.0,,,0.6379583323669433,,,,,,,69.0,,74.0,166.42,190.0,,108.0,
PLTR,2026-01-11,PLTR,2028-12-15,190.0,C,,,,69.97,21.0,,67.5,,72.5,166.42,190.0,,,0.6368291932678223,,,,,,,67.5,,72.5,166.42,190.0,,100.0,
PLTR,2026-01-11,PLTR,2028-12-15,195.0,C,,,,68.36,17.0,,68.1,,70.5,166.42,190.0,,,0.6426885096740724,,,,,,,68.1,,70.5,166.42,190.0,,204.0,
PLTR,2026-01-11,PLTR,2028-12-15,200.0,C,,,,66.6,16.0,,65.35,,69.0,166.42,190.0,,,0.6351507432556154,,,,,,,65.35,,69.0,166.42,190.0,,552.0,
PLTR,2026-01-11,PLTR,2028-12-15,210.0,C,,,,63.9,2.0,,62.55,,66.5,166.42,190.0,,,0.6337774659729005,,,,,,,62.55,,66.5,166.42,190.0,,81.0,
PLTR,2026-01-11,PLTR,2028-12-15,220.0,C,,,,60.87,29.0,,60.15,,63.5,166.42,190.0,,,0.6308020318603516,,,,,,,60.15,,63.5,166.42,190.0,,183.0,
PLTR,2026-01-11,PLTR,2028-12-15,230.0,C,,,,58.26,5.0,,56.5,,61.0,166.42,190.0,,,0.6235999554443359,,,,,,,56.5,,61.0,166.42,190.0,,189.0,
PLTR,2026-01-11,PLTR,2028-12-15,240.0,C,,,,55.35,4.0,,54.0,,58.5,166.42,190.0,,,0.6204414176940918,,,,,,,54.0,,58.5,166.42,190.0,,380.0,
PLTR,2026-01-11,PLTR,2028-12-15,250.0,C,,,,54.0,40.0,,53.7,,54.5,166.42,190.0,,,0.6193427958679201,,,,,,,53.7,,54.5,166.42,190.0,,226.0,
PLTR,2026-01-11,PLTR,2028-12-15,260.0,C,,,,52.34,8.0,,51.15,,52.35,166.42,190.0,,,0.6157264990234376,,,,,,,51.15,,52.35,166.42,190.0,,129.0,
PLTR,2026-01-11,PLTR,2028-12-15,270.0,C,,,,49.04,1.0,,49.1,,50.3,166.42,190.0,,,0.6138191694641115,,,,,,,49.1,,50.3,166.42,190.0,,256.0,
PLTR,2026-01-11,PLTR,2028-12-15,280.0,C,,,,49.0,18.0,,47.2,,48.4,166.42,190.0,,,0.6124306335449221,,,,,,,47.2,,48.4,166.42,190.0,,54.0,
PLTR,2026-01-11,PLTR,2028-12-15,290.0,C,,,,47.56,1.0,,45.4,,46.6,166.42,190.0,,,0.6111489080810548,,,,,,,45.4,,46.6,166.42,190.0,,283.0,
PLTR,2026-01-11,PLTR,2028-12-15,300.0,C,,,,44.37,129.0,,43.7,,44.9,166.42,190.0,,,0.6100502862548829,,,,,,,43.7,,44.9,166.42,190.0,,309.0,
PLTR,2026-01-11,PLTR,2028-12-15,310.0,C,,,,40.75,15.0,,42.05,,43.15,166.42,190.0,,,0.6083260603332521,,,,,,,42.05,,43.15,166.42,190.0,,6.0,
PLTR,2026-01-11,PLTR,2028-12-15,320.0,C,,,,41.2,1.0,,40.6,,41.75,166.42,190.0,,,0.6082802844238282,,,,,,,40.6,,41.75,166.42,190.0,,21.0,
PLTR,2026-01-11,PLTR,2028-12-15,330.0,C,,,,39.59,21.0,,39.1,,40.3,166.42,190.0,,,0.607273214416504,,,,,,,39.1,,40.3,166.42,190.0,,9.0,
PLTR,2026-01-11,PLTR,2028-12-15,340.0,C,,,,38.21,33.0,,37.7,,38.8,166.42,190.0,,,0.6059609716796877,,,,,,,37.7,,38.8,166.42,190.0,,386.0,
PLTR,2026-01-11,PLTR,2028-12-15,350.0,C,,,,36.12,53.0,,36.45,,37.6,166.42,190.0,,,0.6060067475891115,,,,,,,36.45,,37.6,166.42,190.0,,84.0,
PLTR,2026-01-11,PLTR,2028-12-15,360.0,C,,,,35.76,90.0,,35.2,,36.25,166.42,190.0,,,0.6049844189453126,,,,,,,35.2,,36.25,166.42,190.0,,279.0,
PLTR,2026-01-11,PLTR,2028-12-15,370.0,C,,,,34.58,3.0,,34.0,,35.1,166.42,190.0,,,0.6045419184875491,,,,,,,34.0,,35.1,166.42,190.0,,22.0,
PLTR,2026-01-11,PLTR,2028-12-15,380.0,C,,,,33.51,32.0,,33.2,,33.95,166.42,190.0,,,0.6053964021301272,,,,,,,33.2,,33.95,166.42,190.0,,115.0,
PLTR,2026-01-11,PLTR,2028-12-15,390.0,C,,,,32.37,44.0,,31.85,,32.65,166.42,190.0,,,0.6028787271118167,,,,,,,31.85,,32.65,166.42,190.0,,1088.0,
PLTR,2026-01-11,PLTR,2028-12-15,80.0,P,,,,13.32,34.0,,13.0,,13.75,166.42,190.0,,,0.5842937078857422,,,,,,,13.0,,13.75,166.42,190.0,,292.0,
PLTR,2026-01-11,PLTR,2028-12-15,85.0,P,,,,15.0,15.0,,14.5,,15.25,166.42,190.0,,,0.5758709405517577,,,,,,,14.5,,15.25,166.42,190.0,,16.0,
PLTR,2026-01-11,PLTR,2028-12-15,90.0,P,,,,16.6,12.0,,16.05,,16.85,166.42,190.0,,,0.5679059323120117,,,,,,,16.05,,16.85,166.42,190.0,,27.0,
PLTR,2026-01-11,PLTR,2028-12-15,95.0,P,,,,18.25,4.0,,17.75,,18.5,166.42,190.0,,,0.5607648904418946,,,,,,,17.75,,18.5,166.42,190.0,,26.0,
PLTR,2026-01-11,PLTR,2028-12-15,100.0,P,,,,20.15,1.0,,19.75,,20.25,166.42,190.0,,,0.555790574951172,,,,,,,19.75,,20.25,166.42,190.0,,29.0,
PLTR,2026-01-11,PLTR,2028-12-15,105.0,P,,,,22.09,47.0,,21.35,,22.2,166.42,190.0,,,0.5484969467163087,,,,,,,21.35,,22.2,166.42,190.0,,6.0,
PLTR,2026-01-11,PLTR,2028-12-15,110.0,P,,,,23.9,2.0,,23.25,,24.15,166.42,190.0,,,0.5425765957641603,,,,,,,23.25,,24.15,166.42,190.0,,53.0,
PLTR,2026-01-11,PLTR,2028-12-15,115.0,P,,,,27.02,1.0,,25.25,,26.2,166.42,190.0,,,0.5372208143615724,,,,,,,25.25,,26.2,166.42,190.0,,6.0,
PLTR,2026-01-11,PLTR,2028-12-15,120.0,P,,,,27.92,50.0,,27.35,,28.3,166.42,190.0,,,0.5320786538696288,,,,,,,27.35,,28.3,166.42,190.0,,250.0,
PLTR,2026-01-11,PLTR,2028-12-15,125.0,P,,,,28.83,5.0,,29.55,,30.5,166.42,190.0,,,0.5274552870178224,,,,,,,29.55,,30.5,166.42,190.0,,29.0,
PLTR,2026-01-11,PLTR,2028-12-15,130.0,P,,,,32.42,1.0,,31.8,,32.8,166.42,190.0,,,0.5230150238037108,,,,,,,31.8,,32.8,166.42,190.0,,9.0,
PLTR,2026-01-11,PLTR,2028-12-15,135.0,P,,,,35.0,109.0,,34.1,,35.15,166.42,190.0,,,0.5184679501342774,,,,,,,34.1,,35.15,166.42,190.0,,540.0,
PLTR,2026-01-11,PLTR,2028-12-15,140.0,P,,,,37.0,1.0,,36.5,,37.55,166.42,190.0,,,0.5141344973754882,,,,,,,36.5,,37.55,166.42,190.0,,937.0,
PLTR,2026-01-11,PLTR,2028-12-15,145.0,P,,,,38.65,1.0,,39.0,,40.05,166.42,190.0,,,0.5102588037109376,,,,,,,39.0,,40.05,166.42,190.0,,102.0,
PLTR,2026-01-11,PLTR,2028-12-15,150.0,P,,,,40.3,1.0,,41.55,,42.65,166.42,190.0,,,0.5065509550476073,,,,,,,41.55,,42.65,166.42,190.0,,399.0,
PLTR,2026-01-11,PLTR,2028-12-15,155.0,P,,,,45.27,1.0,,44.15,,45.25,166.42,190.0,,,0.5025531922912598,,,,,,,44.15,,45.25,166.42,190.0,,346.0,
PLTR,2026-01-11,PLTR,2028-12-15,160.0,P,,,,46.55,27.0,,46.85,,48.0,166.42,190.0,,,0.5047504359436035,,,,,,,46.85,,48.0,166.42,190.0,,153.0,
PLTR,2026-01-11,PLTR,2028-12-15,165.0,P,,,,50.52,2.0,,49.65,,50.75,166.42,190.0,,,0.5010425872802735,,,,,,,49.65,,50.75,166.42,190.0,,290.0,
PLTR,2026-01-11,PLTR,2028-12-15,170.0,P,,,,53.56,5.0,,52.55,,53.6,166.42,190.0,,,0.49776198043823244,,,,,,,52.55,,53.6,166.42,190.0,,191.0,
PLTR,2026-01-11,PLTR,2028-12-15,175.0,P,,,,55.97,15.0,,55.2,,56.3,166.42,190.0,,,0.49265033721923834,,,,,,,55.2,,56.3,166.42,190.0,,221.0,
PLTR,2026-01-11,PLTR,2028-12-15,180.0,P,,,,58.89,3.0,,58.25,,59.5,166.42,190.0,,,0.4916280085754395,,,,,,,58.25,,59.5,166.42,190.0,,183.0,
PLTR,2026-01-11,PLTR,2028-12-15,185.0,P,,,,62.02,2.0,,61.25,,62.5,166.42,190.0,,,0.4883321430969239,,,,,,,61.25,,62.5,166.42,190.0,,34.0,
PLTR,2026-01-11,PLTR,2028-12-15,190.0,P,,,,66.98,5.0,,64.35,,65.6,166.42,190.0,,,0.4854787780761719,,,,,,,64.35,,65.6,166.42,190.0,,35.0,
PLTR,2026-01-11,PLTR,2028-12-15,195.0,P,,,,68.13,2.0,,67.45,,68.75,166.42,190.0,,,0.4826406716918946,,,,,,,67.45,,68.75,166.42,190.0,,3.0,
PLTR,2026-01-11,PLTR,2028-12-15,200.0,P,,,,71.5,40.0,,70.65,,71.95,166.42,190.0,,,0.47983308258056634,,,,,,,70.65,,71.95,166.42,190.0,,547.0,
PLTR,2026-01-11,PLTR,2028-12-15,210.0,P,,,,78.3,6.0,,77.15,,78.55,166.42,190.0,,,0.47472143936157224,,,,,,,77.15,,78.55,166.42,190.0,,28.0,
PLTR,2026-01-11,PLTR,2028-12-15,220.0,P,,,,88.31,2.0,,83.9,,85.3,166.42,190.0,,,0.46936565795898444,,,,,,,83.9,,85.3,166.42,190.0,,0.0,
PLTR,2026-01-11,PLTR,2028-12-15,250.0,P,,,,110.1,2.0,,105.2,,106.75,166.42,190.0,,,0.45502253967285156,,,,,,,105.2,,106.75,166.42,190.0,,2.0,
PLTR,2026-01-11,PLTR,2028-12-15,280.0,P,,,,134.05,15.0,,128.0,,129.6,166.42,190.0,,,0.4411982150268554,,,,,,,128.0,,129.6,166.42,190.0,,15.0,
PLTR,2026-01-11,PLTR,2028-12-15,290.0,P,,,,136.67,22.0,,136.25,,137.5,166.42,190.0,,,0.43672743453979496,,,,,,,136.25,,137.5,166.42,190.0,,355.0,
PLTR,2026-01-11,PLTR,2028-12-15,300.0,P,,,,144.97,1.0,,143.85,,145.5,166.42,190.0,,,0.4320582917785644,,,,,,,143.85,,145.5,166.42,190.0,,2.0,
PLTR,2026-01-11,PLTR,2028-12-15,340.0,P,,,,177.84,2.0,,177.05,,178.75,166.42,190.0,,,0.41441930801391597,,,,,,,177.05,,178.75,166.42,190.0,,350.0,
PLTR,2026-01-11,PLTR,2028-12-15,380.0,P,,,,206.77,6.0,,211.75,,213.55,166.42,190.0,,,0.39644463424682624,,,,,,,211.75,,213.55,166.42,190.0,,6.0,
TSLA,2026-01-11,TSLA,2026-01-16,5.0,C,,,,432.08,70.0,,439.45,,440.7,469.66,470.1,,,14.281251074218751,,,,,,,439.45,,440.7,469.66,470.1,,14739.0,
TSLA,2026-01-11,TSLA,2026-01-16,10.0,C,,,,425.06,2.0,,434.45,,435.7,469.66,470.1,,,11.75000265625,,,,,,,434.45,,435.7,469.66,470.1,,7999.0,
TSLA,2026-01-11,TSLA,2026-01-16,20.0,C,,,,412.97,196.0,,424.45,,425.7,469.66,470.1,,,9.406254121093749,,,,,,,424.45,,425.7,469.66,470.1,,1119.0,
TSLA,2026-01-11,TSLA,2026-01-16,30.0,C,,,,424.69,1.0,,413.8,,416.15,469.66,470.1,,,11.578127763671876,,,,,,,413.8,,416.15,469.66,470.1,,180.0,
TSLA,2026-01-11,TSLA,2026-01-16,40.0,C,,,,410.6,1.0,,403.8,,406.3,469.66,470.1,,,6.87500140625,,,,,,,403.8,,406.3,469.66,470.1,,70.0,
TSLA,2026-01-11,TSLA,2026-01-16,50.0,C,,,,383.0,333.0,,394.5,,395.7,469.66,470.1,,,6.7187516015625,,,,,,,394.5,,395.7,469.66,470.1,,1525.0,
TSLA,2026-01-11,TSLA,2026-01-16,60.0,C,,,,377.26,54.0,,383.8,,386.3,469.66,470.1,,,5.7187528515625,,,,,,,383.8,,386.3,469.66,470.1,,233.0,
TSLA,2026-01-11,TSLA,2026-01-16,70.0,C,,,,362.96,24.0,,373.8,,376.25,469.66,470.1,,,4.875003906249999,,,,,,,373.8,,376.25,469.66,470.1,,347.0,
TSLA,2026-01-11,TSLA,2026-01-16,75.0,C,,,,362.63,160.0,,368.85,,371.25,469.66,470.1,,,5.062503671875,,,,,,,368.85,,371.25,469.66,470.1,,229.0,
TSLA,2026-01-11,TSLA,2026-01-16,80.0,C,,,,356.12,32.0,,364.5,,365.75,469.66,470.1,,,5.398440751953125,,,,,,,364.5,,365.75,469.66,470.1,,2738.0,
TSLA,2026-01-11,TSLA,2026-01-16,85.0,C,,,,356.16,1.0,,359.5,,360.75,469.66,470.1,,,5.210940986328124,,,,,,,359.5,,360.75,469.66,470.1,,907.0,
TSLA,2026-01-11,TSLA,2026-01-16,90.0,C,,,,356.46,2.0,,353.85,,356.3,469.66,470.1,,,4.765629042968749,,,,,,,353.85,,356.3,469.66,470.1,,210.0,
TSLA,2026-01-11,TSLA,2026-01-16,95.0,C,,,,350.46,2.0,,348.85,,351.25,469.66,470.1,,,4.406254492187499,,,,,,,348.85,,351.25,469.66,470.1,,317.0,
TSLA,2026-01-11,TSLA,2026-01-16,100.0,C,,,,343.7,10.0,,344.55,,345.75,469.66,470.1,,,4.800785249023436,,,,,,,344.55,,345.75,469.66,470.1,,5896.0,
TSLA,2026-01-11,TSLA,2026-01-16,105.0,C,,,,349.78,15.0,,338.85,,341.25,469.66,470.1,,,4.12500484375,,,,,,,338.85,,341.25,469.66,470.1,,712.0,
TSLA,2026-01-11,TSLA,2026-01-16,110.0,C,,,,335.44,5.0,,333.85,,336.25,469.66,470.1,,,3.9843750390625,,,,,,,333.85,,336.25,469.66,470.1,,463.0,
TSLA,2026-01-11,TSLA,2026-01-16,115.0,C,,,,324.43,3.0,,328.85,,331.35,469.66,470.1,,,4.17187978515625,,,,,,,328.85,,331.35,469.66,470.1,,242.0,
TSLA,2026-01-11,TSLA,2026-01-16,120.0,C,,,,315.75,1.0,,323.85,,326.3,469.66,470.1,,,3.9218751953125004,,,,,,,323.85,,326.3,469.66,470.1,,457.0,
TSLA,2026-01-11,TSLA,2026-01-16,125.0,C,,,,310.74,3.0,,318.9,,321.35,469.66,470.1,,,4.01562998046875,,,,,,,318.9,,321.35,469.66,470.1,,654.0,
TSLA,2026-01-11,TSLA,2026-01-16,130.0,C,,,,308.43,1.0,,313.85,,316.3,469.66,470.1,,,3.6875007812500002,,,,,,,313.85,,316.3,469.66,470.1,,380.0,
TSLA,2026-01-11,TSLA,2026-01-16,135.0,C,,,,320.05,1.0,,308.85,,311.3,469.66,470.1,,,3.5781260546875,,,,,,,308.85,,311.3,469.66,470.1,,679.0,
TSLA,2026-01-11,TSLA,2026-01-16,140.0,C,,,,315.54,9.0,,303.9,,306.3,469.66,470.1,,,3.5781260546875,,,,,,,303.9,,306.3,469.66,470.1,,569.0,
TSLA,2026-01-11,TSLA,2026-01-16,145.0,C,,,,341.85,3.0,,298.9,,301.3,469.66,470.1,,,3.4765638085937502,,,,,,,298.9,,301.3,469.66,470.1,,466.0,
TSLA,2026-01-11,TSLA,2026-01-16,150.0,C,,,,295.43,18.0,,294.6,,295.8,469.66,470.1,,,3.6523446191406252,,,,,,,294.6,,295.8,469.66,470.1,,3238.0,
TSLA,2026-01-11,TSLA,2026-01-16,155.0,C,,,,276.8,1.0,,289.6,,290.8,469.66,470.1,,,3.5468761328125,,,,,,,289.6,,290.8,469.66,470.1,,871.0,
TSLA,2026-01-11,TSLA,2026-01-16,160.0,C,,,,285.5,8.0,,284.55,,285.8,469.66,470.1,,,3.394532763671875,,,,,,,284.55,,285.8,469.66,470.1,,1290.0,
TSLA,2026-01-11,TSLA,2026-01-16,165.0,C,,,,279.25,2.0,,279.6,,280.8,469.66,470.1,,,3.3476578808593747,,,,,,,279.6,,280.8,469.66,470.1,,809.0,
TSLA,2026-01-11,TSLA,2026-01-16,170.0,C,,,,277.21,3.0,,274.6,,275.8,469.66,470.1,,,3.253908115234375,,,,,,,274.6,,275.8,469.66,470.1,,983.0,
TSLA,2026-01-11,TSLA,2026-01-16,175.0,C,,,,272.48,6.0,,269.55,,270.8,469.66,470.1,,,3.1093772265624997,,,,,,,269.55,,270.8,469.66,470.1,,1716.0,
TSLA,2026-01-11,TSLA,2026-01-16,180.0,C,,,,265.0,32.0,,264.55,,265.8,469.66,470.1,,,3.02343994140625,,,,,,,264.55,,265.8,469.66,470.1,,1716.0,
TSLA,2026-01-11,TSLA,2026-01-16,185.0,C,,,,259.22,1.0,,259.6,,260.85,469.66,470.1,,,3.027346181640625,,,,,,,259.6,,260.85,469.66,470.1,,833.0,
TSLA,2026-01-11,TSLA,2026-01-16,190.0,C,,,,257.35,9.0,,254.6,,255.8,469.66,470.1,,,2.89844025390625,,,,,,,254.6,,255.8,469.66,470.1,,1518.0,
TSLA,2026-01-11,TSLA,2026-01-16,195.0,C,,,,249.49,2.0,,249.5,,250.85,469.66,470.1,,,2.7695343261718754,,,,,,,249.5,,250.85,469.66,470.1,,1744.0,
TSLA,2026-01-11,TSLA,2026-01-16,200.0,C,,,,245.1,143.0,,244.6,,245.8,469.66,470.1,,,2.7343781640625,,,,,,,244.6,,245.8,469.66,470.1,,7946.0,
TSLA,2026-01-11,TSLA,2026-01-16,210.0,C,,,,236.0,23.0,,234.6,,235.85,469.66,470.1,,,2.61719095703125,,,,,,,234.6,,235.85,469.66,470.1,,2087.0,
TSLA,2026-01-11,TSLA,2026-01-16,220.0,C,,,,225.99,39.0,,224.65,,225.85,469.66,470.1,,,2.4980506298828127,,,,,,,224.65,,225.85,469.66,470.1,,3220.0,
TSLA,2026-01-11,TSLA,2026-01-16,225.0,C,,,,230.58,2.0,,218.95,,221.3,469.66,470.1,,,2.2304731738281243,,,,,,,218.95,,221.3,469.66,470.1,,88.0,
TSLA,2026-01-11,TSLA,2026-01-16,230.0,C,,,,215.3,3.0,,214.65,,215.85,469.66,470.1,,,2.3515666210937494,,,,,,,214.65,,215.85,469.66,470.1,,2679.0,
TSLA,2026-01-11,TSLA,2026-01-16,235.0,C,,,,205.28,1.0,,208.95,,211.35,469.66,470.1,,,2.1425827685546874,,,,,,,208.95,,211.35,469.66,470.1,,54.0,
TSLA,2026-01-11,TSLA,2026-01-16,240.0,C,,,,205.1,2.0,,204.65,,205.85,469.66,470.1,,,2.2128950927734365,,,,,,,204.65,,205.85,469.66,470.1,,7362.0,
TSLA,2026-01-11,TSLA,2026-01-16,245.0,C,,,,200.58,2.0,,198.95,,201.45,469.66,470.1,,,2.0859422851562495,,,,,,,198.95,,201.45,469.66,470.1,,34.0,
TSLA,2026-01-11,TSLA,2026-01-16,250.0,C,,,,196.0,118.0,,194.65,,195.85,469.66,470.1,,,2.0781298046874994,,,,,,,194.65,,195.85,469.66,470.1,,7004.0,
TSLA,2026-01-11,TSLA,2026-01-16,255.0,C,,,,191.58,2.0,,188.95,,191.2,469.66,470.1,,,1.7421887890624999,,,,,,,188.95,,191.2,469.66,470.1,,95.0,
TSLA,2026-01-11,TSLA,2026-01-16,260.0,C,,,,188.5,5.0,,184.65,,185.85,469.66,470.1,,,1.9492190039062502,,,,,,,184.65,,185.85,469.66,470.1,,3115.0,
TSLA,2026-01-11,TSLA,2026-01-16,265.0,C,,,,171.35,19.0,,179.0,,181.35,469.66,470.1,,,1.8027353613281247,,,,,,,179.0,,181.35,469.66,470.1,,58.0,
TSLA,2026-01-11,TSLA,2026-01-16,270.0,C,,,,175.78,51.0,,174.65,,175.9,469.66,470.1,,,1.8476570117187499,,,,,,,174.65,,175.9,469.66,470.1,,3308.0,
TSLA,2026-01-11,TSLA,2026-01-16,275.0,C,,,,170.93,14.0,,169.0,,171.4,469.66,470.1,,,1.712892060546875,,,,,,,169.0,,171.4,469.66,470.1,,268.0,
TSLA,2026-01-11,TSLA,2026-01-16,280.0,C,,,,165.0,28.0,,164.65,,165.9,469.66,470.1,,,1.7255873095703125,,,,,,,164.65,,165.9,469.66,470.1,,3723.0,
TSLA,2026-01-11,TSLA,2026-01-16,285.0,C,,,,160.52,9.0,,159.25,,161.4,469.66,470.1,,,1.705079599609375,,,,,,,159.25,,161.4,469.66,470.1,,47.0,
TSLA,2026-01-11,TSLA,2026-01-16,290.0,C,,,,156.0,29.0,,154.7,,155.9,469.66,470.1,,,1.626954990234375,,,,,,,154.7,,155.9,469.66,470.1,,4003.0,
TSLA,2026-01-11,TSLA,2026-01-16,295.0,C,,,,150.59,8.0,,149.0,,151.5,469.66,470.1,,,1.5292992285156248,,,,,,,149.0,,151.5,469.66,470.1,,89.0,
TSLA,2026-01-11,TSLA,2026-01-16,300.0,C,,,,145.26,141.0,,144.75,,145.6,469.66,470.1,,,1.40625296875,,,,,,,144.75,,145.6,469.66,470.1,,16146.0,
TSLA,2026-01-11,TSLA,2026-01-16,305.0,C,,,,129.0,7.0,,139.05,,141.25,469.66,470.1,,,1.3261752441406247,,,,,,,139.05,,141.25,469.66,470.1,,76.0,
TSLA,2026-01-11,TSLA,2026-01-16,310.0,C,,,,135.6,44.0,,134.7,,135.9,469.66,470.1,,,1.3984405078125,,,,,,,134.7,,135.9,469.66,470.1,,2882.0,
TSLA,2026-01-11,TSLA,2026-01-16,315.0,C,,,,130.12,21.0,,129.8,,131.0,469.66,470.1,,,1.4013701806640624,,,,,,,129.8,,131.0,469.66,470.1,,174.0,
TSLA,2026-01-11,TSLA,2026-01-16,320.0,C,,,,126.1,71.0,,124.8,,125.6,469.66,470.1,,,1.21875390625,,,,,,,124.8,,125.6,469.66,470.1,,4435.0,
TSLA,2026-01-11,TSLA,2026-01-16,325.0,C,,,,120.62,22.0,,119.1,,121.5,469.66,470.1,,,1.2353553857421873,,,,,,,119.1,,121.5,469.66,470.1,,127.0,
